iter	F1	Logloss
898	0.7779622642	0.1803830828
899	0.7780797101	0.1803829439
900	0.7779622642	0.1803827773
901	0.7779622642	0.1803826384
902	0.7779622642	0.1803825968
903	0.7779622642	0.1803794725
904	0.7779622642	0.1803793336
905	0.7779622642	0.1803791947
906	0.7779622642	0.1803751262
907	0.7780797101	0.1803339686
908	0.7780797101	0.1803338992
909	0.7779622642	0.1803338575
910	0.7780797101	0.1803327328
911	0.7779622642	0.1803326772
912	0.7779622642	0.1803325939
913	0.7779622642	0.180331733
914	0.7779622642	0.1803309554
915	0.7779622642	0.1803308443
916	0.7779622642	0.1803307749
917	0.7779622642	0.1803299417
918	0.7779622642	0.1803296223
919	0.7779622642	0.1803295112
920	0.7779622642	0.1803294557
921	0.7779622642	0.180329414
922	0.7780797101	0.1803280394
923	0.7796254682	0.1803230266
924	0.7796254682	0.1803228183
925	0.7796254682	0.1803227766
926	0.7796254682	0.1803226378
927	0.7796254682	0.1803225961
928	0.7796254682	0.1803224572
929	0.7796254682	0.18032236
930	0.7796254682	0.1803222767
931	0.7796254682	0.1803222212
932	0.7796254682	0.1803221934
933	0.7780797101	0.1803221656
934	0.7780797101	0.1803216935
935	0.7780797101	0.1803216519
936	0.7780797101	0.1803216241
937	0.7780797101	0.1803215686
938	0.7780797101	0.1803213186
939	0.7780797101	0.1803206243
940	0.7796254682	0.1803199856
941	0.7796254682	0.1803199439
942	0.7780797101	0.1803199023
943	0.7796254682	0.1803198328
944	0.7780797101	0.1803198051
945	0.7780797101	0.1803197495
946	0.7780797101	0.180319569
947	0.7780797101	0.1803188192
948	0.7780797101	0.1803186248
949	0.7796254682	0.1803185137
950	0.7796254682	0.1803183887
951	0.7796254682	0.1803182776
952	0.7796254682	0.1803016563
953	0.7796254682	0.1803010453
954	0.7796254682	0.1803005593
955	0.7796254682	0.1803004343
956	0.7796254682	0.1802989485
957	0.7796254682	0.1802989208
958	0.7796254682	0.1802988652
959	0.7796254682	0.1802988097
960	0.7796254682	0.1802986569
961	0.7796254682	0.1802985597
962	0.7796254682	0.1802985042
963	0.7796254682	0.1802984625
964	0.7796254682	0.180298407
965	0.7796254682	0.1802983931
966	0.7796254682	0.1802983376
967	0.7796254682	0.180298282
968	0.7796254682	0.1802976849
969	0.7796254682	0.1802927693
970	0.7796254682	0.1802927277
971	0.7796254682	0.1802910614
972	0.7796254682	0.1802910336
973	0.7796254682	0.1802881454
974	0.7796254682	0.1802881037
975	0.7796254682	0.1802881037
976	0.7796254682	0.1802881037
977	0.7796254682	0.1802880204
978	0.7796254682	0.1802874927
979	0.7796254682	0.1802872983
980	0.7796254682	0.1802870206
981	0.7796254682	0.180286729
982	0.7796254682	0.1802866179
983	0.7796254682	0.1802847017
984	0.7796254682	0.1802827993
985	0.7796254682	0.1802827716
986	0.7796254682	0.1802827299
987	0.7796254682	0.1802826744
988	0.7795086878	0.1802324771
989	0.7795086878	0.1802149671
990	0.7795086878	0.1802149254
991	0.7795086878	0.1802147449
992	0.7795086878	0.1802146199
993	0.7795086878	0.1802145921
994	0.7795086878	0.1802145783
995	0.7795086878	0.1802145227
996	0.7795086878	0.1801993455
997	0.7795086878	0.1801993038
998	0.7795086878	0.1801992761
999	0.7795086878	0.18017642
